subject,relation,object,confidence,source_file,sentence
onet zsuzsanna data structures,algorithm,possible representation ii disadvantage depend form tree waste lot space,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms possible representation ii disadvantage depend form tree waste lot space
lab assignment,allow,use representation,1.0,cs2_clean.txt,lab assignment allow use representation
onet zsuzsanna data structures,algorithm,possible representation iii link representation dynamic allocation structure,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms possible representation iii link representation dynamic allocation structure represent node contain information address left child address right child possibly address parent
right child,address,parent,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms possible representation iii link representation dynamic allocation structure represent node contain information address left child address right child possibly address parent
node,related_to,node element tree,0.4,cs2_clean.txt,node element tree
onet zsuzsanna data structures,algorithm,possible representation,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms possible representation iv link representation array information node place array
right child index correspond element,find,array,1.0,cs2_clean.txt,address left right child index correspond element find array
onet zsuzsanna data structures,algorithm,possible representation v,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms possible representation v
link list position,add,new node,1.0,cs2_clean.txt,link list position add new node easy
onet zsuzsanna data structures,algorithm,possible representation vi link list position,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms possible representation vi link list position create binary tree create
tree,leave,right array,1.0,cs2_clean.txt,tree non linear datum structure use left right array create singly doubly link list position
onet zsuzsanna data structures,algorithm,binary tree traversal,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms binary tree traversal
node,related_to,node print,0.4,cs2_clean.txt,node binary tree visit program control arrive node usually purpose perform operation node print check value node etc
binary tree possible traversal preorder inorder postorder level order breadth case,related_to,binary tree,0.4,cs2_clean.txt,binary tree possible traversal preorder inorder postorder level order breadth case non binary tree lect
onet zsuzsanna data structures,algorithm,binary tree representation,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms binary tree representation following implementation traversal algorithm go use follow representation binary tree
btnode info telem,leave,right btnode binarytree root btnode lect,1.0,cs2_clean.txt,btnode info telem leave btnode right btnode binarytree root btnode lect
onet zsuzsanna data structures,algorithm,preorder traversal,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms preorder traversal
traversal visit root tree traverse,exist,traverse right subtree,1.0,cs2_clean.txt,case preorder traversal visit root tree traverse left subtree exist traverse right subtree exist traverse subtree left right preorder traversal apply left subtree visit root traverse left subtree right subtree
traverse subtree,leave,right preorder traversal,1.0,cs2_clean.txt,case preorder traversal visit root tree traverse left subtree exist traverse right subtree exist traverse subtree left right preorder traversal apply left subtree visit root traverse left subtree right subtree
algorithms,preorder,traversal example lect,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms preorder traversal example lect
algorithms,preorder,traversal example preorder traversal,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms preorder traversal example preorder traversal
g q x y j k,related_to,g q x y j k t n o lect,0.4,cs2_clean.txt,g q x y j k t n o lect
onet zsuzsanna,related_to,onet zsuzsanna data structures,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms preorder traversal recursive implementation simple implementation preorder traversal recursive algorithm
onet zsuzsanna,related_to,traversal recursive implementation simple implementation preorder traversal recursive algorithm,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms preorder traversal recursive implementation simple implementation preorder traversal recursive algorithm
onet zsuzsanna data structures,related_to,traversal recursive implementation simple implementation preorder traversal recursive algorithm,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms preorder traversal recursive implementation simple implementation preorder traversal recursive algorithm
node,related_to,node nil,0.4,cs2_clean.txt,node btnode node nil
node,related_to,node btnode node nil,0.4,cs2_clean.txt,node btnode node nil
node nil,related_to,node btnode node nil,0.4,cs2_clean.txt,node btnode node nil
parameter pointer node need wrapper subalgorithm,receive,binarytree call function root tree,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms preorder traversal recursive implementation preorder recursive subalgorithm receive parameter pointer node need wrapper subalgorithm receive binarytree call function root tree
tree binarytree preorder end subalgorithm,visit,n node,1.0,cs2_clean.txt,tree binarytree preorder end subalgorithm assume visit node take constant time print info node example traversal take n time tree n node
print info node example traversal,take,time tree,1.0,cs2_clean.txt,tree binarytree preorder end subalgorithm assume visit node take constant time print info node example traversal take n time tree n node
implementation,implement,preorder traversal algorithm recursion auxiliary stack store node,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms preorder traversal non recursive implementation implement preorder traversal algorithm recursion auxiliary stack store node
node s right,related_to,node s,0.4,cs2_clean.txt,start stack push root tree stack stack pop node visit push node s right child stack push node s leave child stack lect
node s right,related_to,push root tree,0.4,cs2_clean.txt,start stack push root tree stack stack pop node visit push node s right child stack push node s leave child stack lect
node s right,related_to,stack pop node visit,0.4,cs2_clean.txt,start stack push root tree stack stack pop node visit push node s right child stack push node s leave child stack lect
node s right,related_to,node s leave child stack lect,0.4,cs2_clean.txt,start stack push root tree stack stack pop node visit push node s right child stack push node s leave child stack lect
node s,related_to,push root tree,0.4,cs2_clean.txt,start stack push root tree stack stack pop node visit push node s right child stack push node s leave child stack lect
node s,related_to,stack pop node visit,0.4,cs2_clean.txt,start stack push root tree stack stack pop node visit push node s right child stack push node s leave child stack lect
node s,related_to,node s leave child stack lect,0.4,cs2_clean.txt,start stack push root tree stack stack pop node visit push node s right child stack push node s leave child stack lect
push root tree,related_to,stack pop node visit,0.4,cs2_clean.txt,start stack push root tree stack stack pop node visit push node s right child stack push node s leave child stack lect
push root tree,related_to,node s leave child stack lect,0.4,cs2_clean.txt,start stack push root tree stack stack pop node visit push node s right child stack push node s leave child stack lect
stack pop node visit,related_to,node s leave child stack lect,0.4,cs2_clean.txt,start stack push root tree stack stack pop node visit push node s right child stack push node s leave child stack lect
g,visit,g,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms preorder traversal non recursive implementation example stack visit push child stack t g visit g push child stack t x q visit q push stack t x visit x push child stack t j y
y,push,stack t j visit,1.0,cs2_clean.txt,visit y push stack t j visit j push child stack t k visit k push stack t visit t push child stack o n visit n push stack o visit o push stack
k,visit,k,1.0,cs2_clean.txt,visit y push stack t j visit j push child stack t k visit k push stack t visit t push child stack o n visit n push stack o visit o push stack
algorithms,preorder,traversal non recursive implementation,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms preorder traversal non recursive implementation subalgorithm
tree binary tree s stack auxiliary stack nil end execute,related_to,currentnode,0.4,cs2_clean.txt,tree binary tree s stack auxiliary stack nil end execute currentnode
onet zsuzsanna,related_to,onet zsuzsanna data structures,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms preorder traversal non recursive implementation time complexity non recursive traversal n need extra space stack
onet zsuzsanna,related_to,traversal non recursive implementation time,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms preorder traversal non recursive implementation time complexity non recursive traversal n need extra space stack
onet zsuzsanna,related_to,complexity,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms preorder traversal non recursive implementation time complexity non recursive traversal n need extra space stack
onet zsuzsanna,related_to,non recursive traversal,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms preorder traversal non recursive implementation time complexity non recursive traversal n need extra space stack
onet zsuzsanna,related_to,n need,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms preorder traversal non recursive implementation time complexity non recursive traversal n need extra space stack
onet zsuzsanna,related_to,extra space stack,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms preorder traversal non recursive implementation time complexity non recursive traversal n need extra space stack
onet zsuzsanna data structures,related_to,traversal non recursive implementation time,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms preorder traversal non recursive implementation time complexity non recursive traversal n need extra space stack
onet zsuzsanna data structures,related_to,complexity,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms preorder traversal non recursive implementation time complexity non recursive traversal n need extra space stack
onet zsuzsanna data structures,related_to,non recursive traversal,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms preorder traversal non recursive implementation time complexity non recursive traversal n need extra space stack
onet zsuzsanna data structures,related_to,n need,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms preorder traversal non recursive implementation time complexity non recursive traversal n need extra space stack
onet zsuzsanna data structures,related_to,extra space stack,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms preorder traversal non recursive implementation time complexity non recursive traversal n need extra space stack
traversal non recursive implementation time,related_to,complexity,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms preorder traversal non recursive implementation time complexity non recursive traversal n need extra space stack
traversal non recursive implementation time,related_to,non recursive traversal,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms preorder traversal non recursive implementation time complexity non recursive traversal n need extra space stack
traversal non recursive implementation time,related_to,n need,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms preorder traversal non recursive implementation time complexity non recursive traversal n need extra space stack
traversal non recursive implementation time,related_to,extra space stack,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms preorder traversal non recursive implementation time complexity non recursive traversal n need extra space stack
complexity,related_to,non recursive traversal,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms preorder traversal non recursive implementation time complexity non recursive traversal n need extra space stack
complexity,related_to,n need,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms preorder traversal non recursive implementation time complexity non recursive traversal n need extra space stack
complexity,related_to,extra space stack,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms preorder traversal non recursive implementation time complexity non recursive traversal n need extra space stack
non recursive traversal,related_to,n need,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms preorder traversal non recursive implementation time complexity non recursive traversal n need extra space stack
non recursive traversal,related_to,extra space stack,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms preorder traversal non recursive implementation time complexity non recursive traversal n need extra space stack
n need,related_to,extra space stack,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms preorder traversal non recursive implementation time complexity non recursive traversal n need extra space stack
obs,preorder,traversal exactly depth traversal especially implementation observation,1.0,cs2_clean.txt,obs preorder traversal exactly depth traversal especially implementation observation need careful push right child stack left case depth traversal order push child important
order,push,child,1.0,cs2_clean.txt,obs preorder traversal exactly depth traversal especially implementation observation need careful push right child stack left case depth traversal order push child important
algorithms,inorder,traversal,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms inorder traversal
traverse subtree,leave,apply,1.0,cs2_clean.txt,case inorder traversal traverse left subtree exist visit root tree traverse right subtree exist traverse subtree left right inorder traversal apply left subtree traverse left subtree visit root traverse right subtree
onet zsuzsanna data structures algorithms,inorder,traversal example lect,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms inorder traversal example lect
onet zsuzsanna data structures algorithms,inorder,y x k j n t o lect,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms inorder traversal example inorder traversal q g y x k j n t o lect
onet zsuzsanna,related_to,onet zsuzsanna data structures algorithms,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms inorder traversal recursive implementation simple implementation inorder traversal recursive algorithm
onet zsuzsanna,related_to,traversal recursive implementation,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms inorder traversal recursive implementation simple implementation inorder traversal recursive algorithm
onet zsuzsanna data structures algorithms,related_to,traversal recursive implementation,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms inorder traversal recursive implementation simple implementation inorder traversal recursive algorithm
node,related_to,node nil,0.4,cs2_clean.txt,node btnode node nil inorder
node,related_to,node btnode node nil inorder,0.4,cs2_clean.txt,node btnode node nil inorder
node nil,related_to,node btnode node nil inorder,0.4,cs2_clean.txt,node btnode node nil inorder
wrapper subalgorithm,perform,inorder recursive root tree parameter,1.0,cs2_clean.txt,inorder end end subalgorithm need wrapper subalgorithm perform inorder recursive root tree parameter
traversal,take,time tree,1.0,cs2_clean.txt,traversal take n time tree n node
onet zsuzsanna data structures algorithms,inorder,traversal,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms inorder traversal non recursive implementation implement inorder traversal algorithm recursion auxiliary stack store node
recursive implementation,implement,inorder traversal algorithm recursion auxiliary stack store node,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms inorder traversal non recursive implementation implement inorder traversal algorithm recursion auxiliary stack store node
current node set root current node nil push stack set left child stack pop node visit,set,current node right child pop node current node nil push stack set left child lect,1.0,cs2_clean.txt,start stack current node set root current node nil push stack set left child stack pop node visit set current node right child pop node current node nil push stack set left child lect
onet zsuzsanna data structures algorithms,inorder,traversal non recursive implementation example lect,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms inorder traversal non recursive implementation example lect
onet zsuzsanna data structures algorithms,inorder,traversal non recursive implementation example currentnode,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms inorder traversal non recursive implementation example currentnode
g,visit,g currentnode,1.0,cs2_clean.txt,currentnode nil stack g q visit q currentnode nil stack g visit g currentnode x stack currentnode nil stack x y visit y currentnode nil stack x visit x currentnode j stack
currentnode nil stack j k visit k currentnode nil,related_to,currentnode nil stack j k visit,0.4,cs2_clean.txt,currentnode nil stack j k visit k currentnode nil stack j visit j currentnode nil stack
currentnode nil stack j k visit k currentnode nil,related_to,k currentnode nil stack j visit j currentnode nil stack,0.4,cs2_clean.txt,currentnode nil stack j k visit k currentnode nil stack j visit j currentnode nil stack
currentnode nil stack j k visit,related_to,k currentnode nil stack j visit j currentnode nil stack,0.4,cs2_clean.txt,currentnode nil stack j k visit k currentnode nil stack j visit j currentnode nil stack
currentnode nil stack,related_to,currentnode nil stack t,0.4,cs2_clean.txt,currentnode nil stack t n
onet zsuzsanna data structures algorithms,inorder,traversal non recursive implementation,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms inorder traversal non recursive implementation subalgorithm
end execute,related_to,currentnode currentnode currentnode,0.4,cs2_clean.txt,end execute currentnode currentnode currentnode
onet zsuzsanna data structures algorithms,inorder,lect,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms inorder traversal non recursive implementation time complexity n extra space complexity lect
onet zsuzsanna data structures,algorithm,postorder traversal,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms postorder traversal
case postorder traversal traverse,exist,traverse right subtree,1.0,cs2_clean.txt,case postorder traversal traverse left subtree exist traverse right subtree exist visit root tree traverse subtree left right postorder traversal apply left subtree traverse left subtree traverse right subtree visit root
right postorder traversal apply,leave,subtree traverse,1.0,cs2_clean.txt,case postorder traversal traverse left subtree exist traverse right subtree exist visit root tree traverse subtree left right postorder traversal apply left subtree traverse left subtree traverse right subtree visit root
onet zsuzsanna,related_to,onet zsuzsanna data structures,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms postorder traversal example lect
onet zsuzsanna,related_to,onet zsuzsanna data structures,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms postorder traversal example postorder traversal q y k j x g n o t lect
onet zsuzsanna,related_to,o t,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms postorder traversal example postorder traversal q y k j x g n o t lect
onet zsuzsanna data structures,related_to,o t,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms postorder traversal example postorder traversal q y k j x g n o t lect
onet zsuzsanna data structures,algorithm,postorder traversal recursive implementation,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms postorder traversal recursive implementation simple implementation postorder traversal recursive algorithm
node,related_to,node nil,0.4,cs2_clean.txt,node btnode node nil postorder postorder
node,related_to,node btnode node nil postorder postorder,0.4,cs2_clean.txt,node btnode node nil postorder postorder
node nil,related_to,node btnode node nil postorder postorder,0.4,cs2_clean.txt,node btnode node nil postorder postorder
wrapper subalgorithm,perform,postorder recursive root tree parameter,1.0,cs2_clean.txt,end end subalgorithm need wrapper subalgorithm perform postorder recursive root tree parameter
traversal,take,time tree,1.0,cs2_clean.txt,traversal take n time tree n node
implementation,implement,slightly complicated preorder inorder traversal,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms postorder traversal non recursive implementation implement postorder traversal recursion slightly complicated preorder inorder traversal
onet zsuzsanna,related_to,onet zsuzsanna data structures,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms postorder traversal stack main idea postorder traversal stack build reverse postorder traversal stack
reverse postorder traversal similar build preorder traversal,related_to,right subtree,0.4,cs2_clean.txt,build reverse postorder traversal similar build preorder traversal need traverse right subtree left
algorithm similar preorder traversal modification node remove stack,add,second stack,1.0,cs2_clean.txt,algorithm similar preorder traversal modification node remove stack add second stack instead visit
node,take,right child stack,1.0,cs2_clean.txt,node take stack push left child right child stack
start,stack,current node set root tree current node nil push stack,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms postorder traversal stack start stack current node set root tree current node nil push stack right child current node exist current node set current node left child
current node,set,current node left child,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms postorder traversal stack start stack current node set root tree current node nil push stack right child current node exist current node set current node left child
node,related_to,stack pop node stack current node,0.4,cs2_clean.txt,stack pop node stack current node
right child pop right child,push,current node,1.0,cs2_clean.txt,current node right child stack contain right child pop right child push current node set current node right child
node,set,current node left child,1.0,cs2_clean.txt,visit current node set nil current node nil push stack right child current node exist current node set current node left child
onet zsuzsanna,related_to,onet zsuzsanna data structures,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms postorder traversal non recursive implementation example lect
onet zsuzsanna,related_to,onet zsuzsanna data structures,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms postorder traversal non recursive implementation example
node,related_to,node stack,0.4,cs2_clean.txt,node stack
node nil,related_to,q visit,0.4,cs2_clean.txt,t x g q visit q node nil stack t x g node x stack
node nil,related_to,node,0.4,cs2_clean.txt,t x g q visit q node nil stack t x g node x stack
q visit,related_to,node,0.4,cs2_clean.txt,t x g q visit q node nil stack t x g node x stack
node nil,related_to,y node nil stack t,0.4,cs2_clean.txt,g j x y visit y node nil stack t
g x node nil,related_to,g x node nil stack t,0.4,cs2_clean.txt,g x node nil stack t
node,related_to,k node nil stack t,0.4,cs2_clean.txt,g x j k visit k node nil stack t
g,visit,g node nil stack t,1.0,cs2_clean.txt,g x j visit j node nil stack t g x visit x node nil stack t g visit g node nil stack t
onet zsuzsanna data structures,algorithm,postorder traversal non recursive implementation,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms postorder traversal non recursive implementation subalgorithm
node node nil execute nil,related_to,node,0.4,cs2_clean.txt,tree binarytree s stack auxiliary stack node node nil execute nil end node node
node node nil execute nil,related_to,binarytree,0.4,cs2_clean.txt,tree binarytree s stack auxiliary stack node node nil execute nil end node node
node node nil execute nil,related_to,node node nil execute nil end node node,0.4,cs2_clean.txt,tree binarytree s stack auxiliary stack node node nil execute nil end node node
node,related_to,binarytree,0.4,cs2_clean.txt,tree binarytree s stack auxiliary stack node node nil execute nil end node node
node,related_to,node node nil execute nil end node node,0.4,cs2_clean.txt,tree binarytree s stack auxiliary stack node node nil execute nil end node node
binarytree,related_to,node node nil execute nil end node node,0.4,cs2_clean.txt,tree binarytree s stack auxiliary stack node node nil execute nil end node node
end,execute,node nil,1.0,cs2_clean.txt,end execute node nil
node node,related_to,th node node,0.4,cs2_clean.txt,th node node
onet zsuzsanna,related_to,node node nil,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms postorder traversal non recursive implementation node node nil end node nil execute nil end node node
onet zsuzsanna,related_to,node nil,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms postorder traversal non recursive implementation node node nil end node nil execute nil end node node
onet zsuzsanna,related_to,node,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms postorder traversal non recursive implementation node node nil end node nil execute nil end node node
onet zsuzsanna,related_to,onet zsuzsanna data structures,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms postorder traversal non recursive implementation node node nil end node nil execute nil end node node
onet zsuzsanna,related_to,node nil execute nil end node node,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms postorder traversal non recursive implementation node node nil end node nil execute nil end node node
node node nil,related_to,node nil,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms postorder traversal non recursive implementation node node nil end node nil execute nil end node node
node node nil,related_to,node,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms postorder traversal non recursive implementation node node nil end node nil execute nil end node node
node node nil,related_to,onet zsuzsanna data structures,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms postorder traversal non recursive implementation node node nil end node nil execute nil end node node
node node nil,related_to,node nil execute nil end node node,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms postorder traversal non recursive implementation node node nil end node nil execute nil end node node
node nil,related_to,node,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms postorder traversal non recursive implementation node node nil end node nil execute nil end node node
node nil,related_to,onet zsuzsanna data structures,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms postorder traversal non recursive implementation node node nil end node nil execute nil end node node
node nil,related_to,node nil execute nil end node node,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms postorder traversal non recursive implementation node node nil end node nil execute nil end node node
node,related_to,onet zsuzsanna data structures,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms postorder traversal non recursive implementation node node nil end node nil execute nil end node node
node,related_to,node nil execute nil end node node,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms postorder traversal non recursive implementation node node nil end node nil execute nil end node node
onet zsuzsanna data structures,related_to,node nil execute nil end node node,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms postorder traversal non recursive implementation node node nil end node nil execute nil end node node
subalgorithm time complexity,related_to,extra space complexity,0.4,cs2_clean.txt,end end end subalgorithm time complexity n extra space complexity lect
onet zsuzsanna,related_to,onet zsuzsanna data structures,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms level order traversal case level order traversal visit root child root child child etc
g t,related_to,q,0.4,cs2_clean.txt,level order traversal g t q x n o y j k lect
g t,related_to,n o,0.4,cs2_clean.txt,level order traversal g t q x n o y j k lect
q,related_to,n o,0.4,cs2_clean.txt,level order traversal g t q x n o y j k lect
onet zsuzsanna data structures,algorithm,binary tree iterator,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms binary tree iterator
interface binary tree,contain,iterator operation return iterator,1.0,cs2_clean.txt,interface binary tree contain iterator operation return iterator
operation,receive,parameter specify kind traversal want iterator preorder inorder postorder level order,1.0,cs2_clean.txt,operation receive parameter specify kind traversal want iterator preorder inorder postorder level order
traversal algorithm,discuss,far traverse element binary tree iterator element element traversal,1.0,cs2_clean.txt,traversal algorithm discuss far traverse element binary tree iterator element element traversal
iterator divide code function iterator init,related_to,valid lect,0.4,cs2_clean.txt,define iterator divide code function iterator init getcurrent valid lect
postorder,remember,difference traversal,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms preorder inorder postorder remember difference traversal
root change preorder visit root,leave,right inorder visit root,1.0,cs2_clean.txt,visiting root change preorder visit root left right inorder visit root left right postorder visit root left right lect
onet zsuzsanna,related_to,onet zsuzsanna data structures algorithms,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms think
look,like,preorder inorder traversal tree,0.7,cs2_clean.txt,assume binary tree know look like preorder inorder traversal tree
algorithm,build,tree base traversal,1.0,cs2_clean.txt,algorithm build tree base traversal
example preorder b f g h e l,related_to,g f h l e m,0.4,cs2_clean.txt,example preorder b f g h e l m inorder b g f h l e m lect
onet zsuzsanna,related_to,onet zsuzsanna data structures algorithms,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms think rebuild tree postorder inorder traversal
onet zsuzsanna,related_to,tree postorder inorder traversal,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms think rebuild tree postorder inorder traversal
onet zsuzsanna data structures algorithms,related_to,tree postorder inorder traversal,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms think rebuild tree postorder inorder traversal
onet zsuzsanna data structures,algorithm,binary search tree binary search tree,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms binary search tree binary search tree binary tree satisfy follow property x node binary search tree node y left subtree x information y equal information x
binary tree satisfy,follow,property x node binary search tree node,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms binary search tree binary search tree binary tree satisfy follow property x node binary search tree node y left subtree x information y equal information x
y,leave,y equal information,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms binary search tree binary search tree binary tree satisfy follow property x node binary search tree node y left subtree x information y equal information x
node,related_to,node y right subtree x information y great information,0.4,cs2_clean.txt,node y right subtree x information y great information x
abstract way,have,definition,1.0,cs2_clean.txt,obviously relation order node consider abstract way instead have definition
onet zsuzsanna data structures,algorithm,binary search tree example,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms binary search tree example
traversal binary search tree element,related_to,increase,0.4,cs2_clean.txt,inorder traversal binary search tree element increase order accord relation
onet zsuzsanna data structures,algorithm,binary search tree,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms binary search tree
terminology property,discuss,binary tree valid binary search tree binary search tree,1.0,cs2_clean.txt,terminology property discuss binary tree valid binary search tree binary search tree complete complete degenerate balance maximum number node binary search tree height n tree complete
node,related_to,minimum number node binary search tree height n n tree degenerate,0.4,cs2_clean.txt,minimum number node binary search tree height n n tree degenerate
binary search tree,denote,h,1.0,cs2_clean.txt,binary search tree n node height n denote height tree h
binary search tree binary search tree representation sorted container sorted map,sort,set,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms binary search tree binary search tree representation sorted container sorted map sorted multimap priority queue sorted set etc
order,related_to,container binary search tree,0.4,cs2_clean.txt,order implement container binary search tree need define follow basic operation search element insert element remove element operation implement binary search tree container minimum maximum element find successor predecessor element
order,related_to,basic operation search element insert element remove element operation,0.4,cs2_clean.txt,order implement container binary search tree need define follow basic operation search element insert element remove element operation implement binary search tree container minimum maximum element find successor predecessor element
order,related_to,binary search tree container minimum maximum element find successor predecessor element,0.4,cs2_clean.txt,order implement container binary search tree need define follow basic operation search element insert element remove element operation implement binary search tree container minimum maximum element find successor predecessor element
container binary search tree,related_to,basic operation search element insert element remove element operation,0.4,cs2_clean.txt,order implement container binary search tree need define follow basic operation search element insert element remove element operation implement binary search tree container minimum maximum element find successor predecessor element
container binary search tree,related_to,binary search tree container minimum maximum element find successor predecessor element,0.4,cs2_clean.txt,order implement container binary search tree need define follow basic operation search element insert element remove element operation implement binary search tree container minimum maximum element find successor predecessor element
basic operation search element insert element remove element operation,related_to,binary search tree container minimum maximum element find successor predecessor element,0.4,cs2_clean.txt,order implement container binary search tree need define follow basic operation search element insert element remove element operation implement binary search tree container minimum maximum element find successor predecessor element
onet zsuzsanna data structures,algorithm,binary search tree representation,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms binary search tree representation
info telem,related_to,link representation dynamic allocation,0.4,cs2_clean.txt,use link representation dynamic allocation similar binary tree bstnode info telem leave
info telem,related_to,similar binary tree bstnode info telem,0.4,cs2_clean.txt,use link representation dynamic allocation similar binary tree bstnode info telem leave
link representation dynamic allocation,related_to,similar binary tree bstnode info telem,0.4,cs2_clean.txt,use link representation dynamic allocation similar binary tree bstnode info telem leave
bst,contain,relation,1.0,cs2_clean.txt,normally bst contain relation
onet zsuzsanna data structures,algorithm,binary search tree search operation,1.0,cs2_clean.txt,onet zsuzsanna data structures algorithms binary search tree search operation
onet zsuzsanna,related_to,onet zsuzsanna data structures,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms bst search operation recursive implementation implement search algorithm recursively
onet zsuzsanna,related_to,algorithms bst search operation,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms bst search operation recursive implementation implement search algorithm recursively
onet zsuzsanna,related_to,search algorithm,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms bst search operation recursive implementation implement search algorithm recursively
onet zsuzsanna data structures,related_to,algorithms bst search operation,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms bst search operation recursive implementation implement search algorithm recursively
onet zsuzsanna data structures,related_to,search algorithm,0.4,cs2_clean.txt,onet zsuzsanna data structures algorithms bst search operation recursive implementation implement search algorithm recursively
